model,accuracy,precision,recall,f1,roc_auc
logistic_regression,0.915327763496144,0.7657624633431085,0.8342651757188498,0.7985474006116208,0.9697517961607366
random_forest,0.9083386889460154,0.7382034253757428,0.8434504792332268,0.7873252562907735,0.9645636370383411
hist_gradient_boosting,0.9178984575835476,0.8639489194499018,0.7024760383386581,0.7748898678414097,0.9678673213767065
dummy_most_frequent,0.7988431876606684,0.0,0.0,0.0,0.5
